order_id,order_date,region,country,customer_segment,sales_channel,category,subcategory,unit_price,quantity,discount_pct,gross_revenue,revenue,cost,profit,profit_margin_pct,customer_rating,delivery_days
ORD-20250191,2025-12-15,Asia-Pacífico,Singapur,Consumidor Final (B2C),Venta Directa,Tecnología,Monitores 4K,1390.02,1,0.0,1390.02,1390.02,908.78,481.24,34.62,5,2
ORD-20250952,2025-12-16,Asia-Pacífico,Corea del Sur,Empresas (B2B),Marketplace,Tecnología,Laptops & Ultrabooks,662.79,4,0.1,2651.16,2386.04,1798.21,587.83,24.64,5,3
ORD-20250461,2025-12-16,Latinoamérica,Chile,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Aspiradoras Robot,113.47,2,0.05,226.94,215.59,139.17,76.42,35.45,4,3
ORD-20251007,2025-12-16,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,289.35,1,0.1,289.35,260.42,204.73,55.69,21.38,5,2
ORD-20250777,2025-12-17,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,665.61,9,0.15,5990.49,5091.92,3851.88,1240.04,24.35,5,3
ORD-20250603,2025-12-17,Europa,Francia,Consumidor Final (B2C),Distribuidores,Moda y Calzado,Calzado Deportivo,175.86,2,0.1,351.72,316.55,166.15,150.4,47.51,4,3
ORD-20251028,2025-12-17,Norteamérica,Canadá,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Purificadores de Aire,56.68,2,0.05,113.36,107.69,73.3,34.39,31.93,5,1
ORD-20251494,2025-12-17,Latinoamérica,Brasil,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Calzado Deportivo,79.99,1,0.0,79.99,79.99,42.67,37.32,46.66,5,1
ORD-20250941,2025-12-17,Europa,España,Consumidor Final (B2C),Marketplace,Hogar y Electro,Purificadores de Aire,473.77,2,0.0,947.54,947.54,585.04,362.5,38.26,5,5
ORD-20250007,2025-12-17,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Lámparas LED,50.42,1,0.1,50.42,45.38,25.5,19.88,43.81,5,4
ORD-20251145,2025-12-17,Europa,Reino Unido,Consumidor Final (B2C),Venta Directa,Tecnología,Accesorios,681.77,3,0.05,2045.31,1943.04,1481.43,461.61,23.76,5,3
ORD-20250534,2025-12-17,Norteamérica,México,Consumidor Final (B2C),Marketplace,Tecnología,Accesorios,544.66,1,0.0,544.66,544.66,328.3,216.36,39.72,4,5
ORD-20251044,2025-12-18,Europa,Francia,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,946.97,3,0.05,2840.91,2698.86,2006.4,692.46,25.66,5,2
ORD-20250773,2025-12-18,Norteamérica,México,Consumidor Final (B2C),Marketplace,Mobiliario y Oficina,Lámparas LED,188.19,1,0.05,188.19,178.78,115.36,63.42,35.47,4,4
ORD-20250672,2025-12-18,Asia-Pacífico,Corea del Sur,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,161.96,1,0.1,161.96,145.76,75.45,70.31,48.24,4,1
ORD-20250661,2025-12-19,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Purificadores de Aire,134.97,1,0.0,134.97,134.97,81.65,53.32,39.51,5,4
ORD-20250602,2025-12-19,Latinoamérica,Colombia,Empresas (B2B),Distribuidores,Tecnología,Laptops & Ultrabooks,834.17,4,0.15,3336.68,2836.18,2060.29,775.89,27.36,5,1
ORD-20250356,2025-12-19,Norteamérica,Canadá,Consumidor Final (B2C),Marketplace,Hogar y Electro,Purificadores de Aire,128.55,2,0.1,257.1,231.39,152.3,79.09,34.18,4,1
ORD-20250139,2025-12-20,Asia-Pacífico,Singapur,Empresas (B2B),Tienda Online,Hogar y Electro,Aspiradoras Robot,192.24,5,0.1,961.2,865.08,576.27,288.81,33.39,5,5
ORD-20251258,2025-12-20,Asia-Pacífico,Corea del Sur,Consumidor Final (B2C),Venta Directa,Tecnología,Accesorios,152.58,2,0.1,305.16,274.64,191.73,82.91,30.19,5,4
ORD-20251419,2025-12-20,Latinoamérica,Colombia,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Calzado Deportivo,46.41,1,0.05,46.41,44.09,20.31,23.78,53.94,3,4
ORD-20250746,2025-12-20,Asia-Pacífico,Singapur,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Ropa Casual,195.94,1,0.0,195.94,195.94,85.79,110.15,56.22,5,4
ORD-20251434,2025-12-20,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,749.67,1,0.05,749.67,712.19,553.64,158.55,22.26,4,5
ORD-20251425,2025-12-20,Latinoamérica,Colombia,Corporativo,Tienda Online,Tecnología,Smartphones 5G,1361.04,20,0.1,27220.8,24498.72,18217.29,6281.43,25.64,5,5
ORD-20250255,2025-12-20,Norteamérica,México,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Abrigos Técnicos,82.79,1,0.0,82.79,82.79,42.53,40.26,48.63,5,1
ORD-20250403,2025-12-20,Asia-Pacífico,Australia,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Aspiradoras Robot,120.9,2,0.1,241.8,217.62,136.66,80.96,37.2,5,3
ORD-20250195,2025-12-20,Norteamérica,México,Corporativo,Tienda Online,Tecnología,Accesorios,332.28,16,0.15,5316.48,4519.01,3773.42,745.59,16.5,5,1
ORD-20251036,2025-12-20,Latinoamérica,Chile,Corporativo,Venta Directa,Tecnología,Laptops & Ultrabooks,1057.88,9,0.25,9520.92,7140.69,6517.13,623.56,8.73,3,4
ORD-20250688,2025-12-21,Norteamérica,Canadá,Consumidor Final (B2C),Marketplace,Tecnología,Laptops & Ultrabooks,1126.77,2,0.0,2253.54,2253.54,1356.1,897.44,39.82,5,3
ORD-20250903,2025-12-21,Norteamérica,México,Empresas (B2B),Tienda Online,Hogar y Electro,Domótica,479.51,5,0.1,2397.55,2157.8,1509.69,648.11,30.04,5,3
ORD-20250824,2025-12-21,Latinoamérica,Argentina,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,585.45,9,0.15,5269.05,4478.69,3627.35,851.34,19.01,4,3
ORD-20251489,2025-12-21,Norteamérica,Estados Unidos,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Organizadores,422.7,2,0.0,845.4,845.4,509.76,335.64,39.7,4,1
ORD-20251074,2025-12-22,Norteamérica,México,Corporativo,Tienda Online,Mobiliario y Oficina,Organizadores,393.91,11,0.25,4333.01,3249.76,2368.89,880.87,27.11,5,3
ORD-20251060,2025-12-22,Norteamérica,Estados Unidos,Corporativo,Venta Directa,Mobiliario y Oficina,Lámparas LED,140.83,11,0.1,1549.13,1394.22,1023.26,370.96,26.61,5,1
ORD-20251277,2025-12-23,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Cafeteras Express,417.43,3,0.1,1252.29,1127.06,750.65,376.41,33.4,4,2
ORD-20250432,2025-12-23,Asia-Pacífico,Australia,Consumidor Final (B2C),Distribuidores,Moda y Calzado,Ropa Casual,191.13,3,0.1,573.39,516.05,230.66,285.39,55.3,5,2
ORD-20251437,2025-12-23,Europa,España,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Cafeteras Express,504.68,1,0.05,504.68,479.45,340.56,138.89,28.97,4,4
ORD-20250087,2025-12-23,Asia-Pacífico,Australia,Empresas (B2B),Distribuidores,Tecnología,Smartphones 5G,344.2,8,0.05,2753.6,2615.92,2045.19,570.73,21.82,4,3
ORD-20250347,2025-12-23,Asia-Pacífico,Australia,Empresas (B2B),Marketplace,Hogar y Electro,Cafeteras Express,422.14,7,0.15,2954.98,2511.73,2041.08,470.65,18.74,4,1
ORD-20251326,2025-12-23,Norteamérica,Canadá,Empresas (B2B),Venta Directa,Moda y Calzado,Ropa Casual,102.33,5,0.05,511.65,486.07,231.31,254.76,52.41,5,4
ORD-20250991,2025-12-23,Asia-Pacífico,Corea del Sur,Empresas (B2B),Tienda Online,Tecnología,Monitores 4K,130.02,8,0.05,1040.16,988.15,644.54,343.61,34.77,4,4
ORD-20250325,2025-12-23,Latinoamérica,Chile,Empresas (B2B),Venta Directa,Moda y Calzado,Abrigos Técnicos,148.49,2,0.05,296.98,282.13,135.49,146.64,51.98,5,2
ORD-20250193,2025-12-23,Norteamérica,Estados Unidos,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Organizadores,53.45,2,0.0,106.9,106.9,60.46,46.44,43.44,4,3
ORD-20250792,2025-12-24,Europa,Francia,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Lámparas LED,273.89,1,0.05,273.89,260.2,165.87,94.33,36.25,5,5
ORD-20251033,2025-12-24,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,986.07,2,0.05,1972.14,1873.53,1393.14,480.39,25.64,5,2
ORD-20250465,2025-12-24,Europa,Francia,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,193.79,1,0.1,193.79,174.41,108.02,66.39,38.07,5,4
ORD-20250594,2025-12-24,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,204.42,2,0.0,408.84,408.84,145.47,263.37,64.42,5,4
ORD-20250719,2025-12-24,Norteamérica,México,Consumidor Final (B2C),Marketplace,Tecnología,Laptops & Ultrabooks,514.38,2,0.0,1028.76,1028.76,771.08,257.68,25.05,4,2
ORD-20250718,2025-12-24,Asia-Pacífico,Corea del Sur,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,510.74,3,0.0,1532.22,1532.22,940.92,591.3,38.59,5,3
ORD-20250537,2025-12-25,Norteamérica,Canadá,Empresas (B2B),Venta Directa,Moda y Calzado,Accesorios y Bolsos,199.35,3,0.15,598.05,508.34,310.01,198.33,39.02,5,5
ORD-20250798,2025-12-25,Europa,Reino Unido,Corporativo,Marketplace,Mobiliario y Oficina,Sillas Ergonómicas,339.5,19,0.1,6450.5,5805.45,3343.55,2461.9,42.41,4,5
ORD-20250597,2025-12-25,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,1323.75,1,0.1,1323.75,1191.38,858.79,332.59,27.92,4,3
ORD-20251045,2025-12-26,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Ropa Casual,33.63,2,0.05,67.26,63.9,32.77,31.13,48.72,5,4
ORD-20250430,2025-12-26,Europa,España,Empresas (B2B),Venta Directa,Hogar y Electro,Domótica,353.99,2,0.1,707.98,637.18,402.78,234.4,36.79,5,3
ORD-20251123,2025-12-26,Norteamérica,Estados Unidos,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,824.93,2,0.1,1649.86,1484.87,1211.3,273.57,18.42,5,2
ORD-20250484,2025-12-27,Europa,Reino Unido,Empresas (B2B),Tienda Online,Hogar y Electro,Domótica,464.52,3,0.1,1393.56,1254.2,955.76,298.44,23.8,4,2
ORD-20251281,2025-12-27,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Accesorios,1002.66,8,0.05,8021.28,7620.22,5621.89,1998.33,26.22,5,3
ORD-20251403,2025-12-28,Norteamérica,Estados Unidos,Corporativo,Tienda Online,Tecnología,Auriculares Inalámbricos,1169.28,12,0.15,14031.36,11926.66,9827.28,2099.38,17.6,5,2
ORD-20250727,2025-12-28,Europa,Francia,Corporativo,Venta Directa,Tecnología,Accesorios,1254.71,19,0.25,23839.49,17879.62,14441.1,3438.52,19.23,4,2
ORD-20250588,2025-12-28,Norteamérica,Canadá,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Lámparas LED,107.4,2,0.0,214.8,214.8,138.02,76.78,35.74,4,1
ORD-20251368,2025-12-28,Norteamérica,México,Empresas (B2B),Tienda Online,Moda y Calzado,Abrigos Técnicos,187.37,4,0.15,749.48,637.06,300.27,336.79,52.87,5,1
ORD-20250270,2025-12-28,Norteamérica,Estados Unidos,Consumidor Final (B2C),Distribuidores,Tecnología,Auriculares Inalámbricos,555.83,2,0.0,1111.66,1111.66,832.04,279.62,25.15,3,1
ORD-20250269,2025-12-28,Norteamérica,Canadá,Consumidor Final (B2C),Venta Directa,Tecnología,Smartphones 5G,335.33,2,0.05,670.66,637.13,428.53,208.6,32.74,5,4
ORD-20250288,2025-12-29,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,866.3,1,0.1,866.3,779.67,641.87,137.8,17.67,5,1
ORD-20250835,2025-12-29,Norteamérica,México,Corporativo,Distribuidores,Moda y Calzado,Ropa Casual,150.48,7,0.15,1053.36,895.36,459.7,435.66,48.66,5,1
ORD-20250654,2025-12-29,Norteamérica,México,Consumidor Final (B2C),Marketplace,Moda y Calzado,Accesorios y Bolsos,63.49,1,0.0,63.49,63.49,33.97,29.52,46.5,4,4
ORD-20251376,2025-12-30,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Lámparas LED,331.96,1,0.0,331.96,331.96,166.76,165.2,49.77,5,5
ORD-20251497,2025-12-30,Norteamérica,México,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Ropa Casual,192.01,3,0.1,576.03,518.43,229.48,288.95,55.74,3,2
ORD-20250078,2025-12-30,Latinoamérica,Chile,Consumidor Final (B2C),Venta Directa,Tecnología,Accesorios,329.77,1,0.1,329.77,296.79,245.41,51.38,17.31,5,2
ORD-20251141,2025-12-30,Norteamérica,Estados Unidos,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Escritorios Regulables,114.3,1,0.05,114.3,108.58,62.32,46.26,42.6,4,2
ORD-20250767,2025-12-30,Europa,Reino Unido,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Organizadores,222.97,7,0.1,1560.79,1404.71,802.76,601.95,42.85,5,5
ORD-20250769,2025-12-31,Asia-Pacífico,Japón,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,126.86,2,0.05,253.72,241.03,112.64,128.39,53.27,5,1
ORD-20250584,2025-12-31,Norteamérica,Canadá,Empresas (B2B),Marketplace,Moda y Calzado,Ropa Casual,193.39,7,0.1,1353.73,1218.36,531.92,686.44,56.34,5,4
ORD-20250734,2025-12-31,Europa,Francia,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,901.46,2,0.0,1802.92,1802.92,1165.87,637.05,35.33,4,1
ORD-20250287,2025-12-31,Latinoamérica,Argentina,Empresas (B2B),Tienda Online,Moda y Calzado,Abrigos Técnicos,33.18,3,0.05,99.54,94.56,36.8,57.76,61.08,4,3
ORD-20250281,2025-12-31,Latinoamérica,Colombia,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,1392.98,4,0.05,5571.92,5293.32,3995.36,1297.96,24.52,5,1
ORD-20250182,2025-12-31,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,570.7,3,0.0,1712.1,1712.1,1193.28,518.82,30.3,5,3
ORD-20250346,2026-01-01,Latinoamérica,Perú,Consumidor Final (B2C),Tienda Online,Tecnología,Monitores 4K,1095.16,3,0.0,3285.48,3285.48,2127.96,1157.52,35.23,3,2
ORD-20251342,2026-01-01,Asia-Pacífico,Japón,Corporativo,Venta Directa,Hogar y Electro,Purificadores de Aire,290.89,23,0.25,6690.47,5017.85,4428.03,589.82,11.75,5,2
ORD-20250872,2026-01-01,Latinoamérica,Brasil,Corporativo,Venta Directa,Hogar y Electro,Cafeteras Express,526.78,15,0.2,7901.7,6321.36,5146.4,1174.96,18.59,5,3
ORD-20250709,2026-01-01,Europa,España,Corporativo,Venta Directa,Moda y Calzado,Calzado Deportivo,147.85,18,0.2,2661.3,2129.04,1089.43,1039.61,48.83,4,5
ORD-20250215,2026-01-01,Europa,Reino Unido,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Aspiradoras Robot,486.97,3,0.0,1460.91,1460.91,879.05,581.86,39.83,5,1
ORD-20250194,2026-01-01,Europa,España,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,107.92,1,0.1,107.92,97.13,40.53,56.6,58.27,5,1
ORD-20250201,2026-01-02,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Tecnología,Smartphones 5G,492.98,3,0.1,1478.94,1331.05,1076.08,254.97,19.16,5,3
ORD-20250429,2026-01-02,Asia-Pacífico,Corea del Sur,Corporativo,Distribuidores,Tecnología,Smartphones 5G,746.75,16,0.2,11948.0,9558.4,7414.88,2143.52,22.43,4,1
ORD-20250038,2026-01-02,Europa,Reino Unido,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Cafeteras Express,391.17,2,0.1,782.34,704.11,455.28,248.83,35.34,4,4
ORD-20250425,2026-01-02,Asia-Pacífico,Singapur,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Aspiradoras Robot,548.31,2,0.0,1096.62,1096.62,706.68,389.94,35.56,4,4
ORD-20251003,2026-01-02,Europa,Alemania,Consumidor Final (B2C),Distribuidores,Tecnología,Accesorios,677.6,3,0.0,2032.8,2032.8,1490.63,542.17,26.67,5,1
ORD-20251301,2026-01-02,Europa,Reino Unido,Empresas (B2B),Distribuidores,Tecnología,Auriculares Inalámbricos,730.86,3,0.05,2192.58,2082.95,1581.23,501.72,24.09,5,3
ORD-20250210,2026-01-02,Europa,Reino Unido,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Purificadores de Aire,389.23,1,0.1,389.23,350.31,257.16,93.15,26.59,5,3
ORD-20250373,2026-01-02,Latinoamérica,Perú,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Purificadores de Aire,61.91,3,0.1,185.73,167.16,120.16,47.0,28.12,5,3
ORD-20250649,2026-01-03,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,1287.06,5,0.05,6435.3,6113.53,4790.13,1323.4,21.65,5,3
ORD-20250274,2026-01-03,Latinoamérica,Perú,Empresas (B2B),Distribuidores,Tecnología,Accesorios,139.4,2,0.1,278.8,250.92,174.95,75.97,30.28,5,4
ORD-20250251,2026-01-03,Asia-Pacífico,Corea del Sur,Empresas (B2B),Venta Directa,Tecnología,Smartphones 5G,1273.75,6,0.15,7642.5,6496.12,5453.36,1042.76,16.05,3,3
ORD-20251398,2026-01-03,Europa,Francia,Consumidor Final (B2C),Distribuidores,Moda y Calzado,Ropa Casual,218.58,3,0.0,655.74,655.74,231.7,424.04,64.67,5,1
ORD-20251024,2026-01-04,Europa,España,Corporativo,Tienda Online,Moda y Calzado,Ropa Casual,187.43,8,0.1,1499.44,1349.5,732.14,617.36,45.75,4,4
ORD-20251276,2026-01-04,Asia-Pacífico,Singapur,Consumidor Final (B2C),Marketplace,Mobiliario y Oficina,Organizadores,230.08,2,0.05,460.16,437.15,306.25,130.9,29.94,5,2
ORD-20251160,2026-01-04,Norteamérica,México,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Cafeteras Express,385.64,1,0.1,385.64,347.08,269.35,77.73,22.4,3,1
ORD-20250651,2026-01-04,Europa,Alemania,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Domótica,281.97,2,0.0,563.94,563.94,350.69,213.25,37.81,3,3
ORD-20251298,2026-01-05,Europa,Reino Unido,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Abrigos Técnicos,72.35,1,0.0,72.35,72.35,32.25,40.1,55.43,4,3
ORD-20251087,2026-01-05,Europa,España,Empresas (B2B),Distribuidores,Hogar y Electro,Aspiradoras Robot,590.06,7,0.15,4130.42,3510.86,2688.43,822.43,23.43,5,2
ORD-20251354,2026-01-05,Norteamérica,Canadá,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Domótica,274.14,1,0.0,274.14,274.14,162.79,111.35,40.62,5,5
ORD-20250590,2026-01-05,Norteamérica,Canadá,Corporativo,Tienda Online,Moda y Calzado,Calzado Deportivo,52.43,24,0.25,1258.32,943.74,541.97,401.77,42.57,4,2
ORD-20250248,2026-01-05,Europa,España,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,82.04,1,0.1,82.04,73.84,33.53,40.31,54.59,3,4
ORD-20250906,2026-01-05,Europa,Francia,Corporativo,Tienda Online,Hogar y Electro,Domótica,122.14,14,0.1,1709.96,1538.96,1058.64,480.32,31.21,4,2
ORD-20250726,2026-01-05,Latinoamérica,Brasil,Consumidor Final (B2C),Marketplace,Tecnología,Auriculares Inalámbricos,249.72,2,0.05,499.44,474.47,337.66,136.81,28.83,4,5
ORD-20251085,2026-01-05,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Cafeteras Express,405.04,2,0.05,810.08,769.58,561.2,208.38,27.08,5,1
ORD-20251219,2026-01-05,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,48.04,2,0.05,96.08,91.28,48.45,42.83,46.92,4,3
ORD-20251486,2026-01-05,Europa,Reino Unido,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,625.2,2,0.1,1250.4,1125.36,828.44,296.92,26.38,4,5
ORD-20251466,2026-01-05,Asia-Pacífico,Corea del Sur,Empresas (B2B),Distribuidores,Tecnología,Monitores 4K,80.41,4,0.15,321.64,273.39,229.99,43.4,15.87,4,1
ORD-20250794,2026-01-06,Asia-Pacífico,Corea del Sur,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,437.66,2,0.15,875.32,744.02,585.02,159.0,21.37,4,5
ORD-20250228,2026-01-06,Europa,Alemania,Corporativo,Tienda Online,Moda y Calzado,Ropa Casual,200.69,12,0.1,2408.28,2167.45,1240.46,926.99,42.77,5,3
ORD-20250566,2026-01-07,Norteamérica,Canadá,Consumidor Final (B2C),Marketplace,Mobiliario y Oficina,Escritorios Regulables,166.99,1,0.05,166.99,158.64,103.74,54.9,34.61,4,3
ORD-20250316,2026-01-07,Asia-Pacífico,Singapur,Consumidor Final (B2C),Venta Directa,Tecnología,Smartphones 5G,1394.37,1,0.0,1394.37,1394.37,1029.19,365.18,26.19,4,1
ORD-20250378,2026-01-07,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Monitores 4K,1186.69,3,0.0,3560.07,3560.07,2496.62,1063.45,29.87,4,4
ORD-20250209,2026-01-07,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,73.27,3,0.0,219.81,219.81,95.61,124.2,56.5,4,1
ORD-20250160,2026-01-07,Latinoamérica,Argentina,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Organizadores,351.33,3,0.1,1053.99,948.59,637.45,311.14,32.8,4,1
ORD-20251341,2026-01-07,Latinoamérica,Chile,Consumidor Final (B2C),Venta Directa,Tecnología,Laptops & Ultrabooks,1201.12,1,0.05,1201.12,1141.06,767.64,373.42,32.73,5,3
ORD-20250044,2026-01-07,Asia-Pacífico,Corea del Sur,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,306.02,2,0.1,612.04,550.84,370.38,180.46,32.76,5,1
ORD-20250157,2026-01-07,Europa,Alemania,Consumidor Final (B2C),Venta Directa,Tecnología,Laptops & Ultrabooks,805.45,1,0.0,805.45,805.45,532.11,273.34,33.94,4,1
ORD-20250871,2026-01-07,Asia-Pacífico,Australia,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,195.98,3,0.1,587.94,529.15,278.4,250.75,47.39,5,1
ORD-20251120,2026-01-08,Latinoamérica,Perú,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,143.01,3,0.1,429.03,386.13,281.7,104.43,27.05,5,4
ORD-20250693,2026-01-08,Europa,Francia,Consumidor Final (B2C),Venta Directa,Tecnología,Smartphones 5G,462.92,2,0.0,925.84,925.84,567.86,357.98,38.67,5,4
ORD-20250203,2026-01-09,Latinoamérica,Argentina,Empresas (B2B),Venta Directa,Hogar y Electro,Domótica,594.7,9,0.1,5352.3,4817.07,3699.46,1117.61,23.2,5,2
ORD-20250262,2026-01-09,Norteamérica,Estados Unidos,Corporativo,Tienda Online,Hogar y Electro,Aspiradoras Robot,514.32,12,0.15,6171.84,5246.06,3870.45,1375.61,26.22,4,4
ORD-20250185,2026-01-09,Europa,Reino Unido,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,274.44,6,0.05,1646.64,1564.31,1098.56,465.75,29.77,4,2
ORD-20250660,2026-01-09,Europa,Alemania,Empresas (B2B),Tienda Online,Hogar y Electro,Aspiradoras Robot,273.75,2,0.05,547.5,520.12,331.32,188.8,36.3,5,2
ORD-20250867,2026-01-09,Asia-Pacífico,Japón,Empresas (B2B),Tienda Online,Tecnología,Accesorios,1077.5,8,0.05,8620.0,8189.0,6244.53,1944.47,23.74,5,5
ORD-20250515,2026-01-09,Asia-Pacífico,Singapur,Corporativo,Venta Directa,Hogar y Electro,Purificadores de Aire,277.94,20,0.25,5558.8,4169.1,3278.01,891.09,21.37,5,5
ORD-20251297,2026-01-09,Norteamérica,Canadá,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Sillas Ergonómicas,210.46,3,0.1,631.38,568.24,405.26,162.98,28.68,4,2
ORD-20250235,2026-01-09,Europa,Francia,Corporativo,Distribuidores,Hogar y Electro,Aspiradoras Robot,158.16,13,0.2,2056.08,1644.86,1192.7,452.16,27.49,4,1
ORD-20250041,2026-01-10,Europa,Reino Unido,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Ropa Casual,79.33,1,0.05,79.33,75.36,29.17,46.19,61.29,4,1
ORD-20251485,2026-01-10,Latinoamérica,Brasil,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Escritorios Regulables,216.31,5,0.05,1081.55,1027.47,721.12,306.35,29.82,3,2
ORD-20250988,2026-01-10,Norteamérica,México,Empresas (B2B),Tienda Online,Moda y Calzado,Calzado Deportivo,135.8,7,0.05,950.6,903.07,518.62,384.45,42.57,5,5
ORD-20250997,2026-01-10,Asia-Pacífico,Australia,Consumidor Final (B2C),Venta Directa,Tecnología,Laptops & Ultrabooks,291.37,1,0.05,291.37,276.8,192.07,84.73,30.61,3,4
ORD-20250626,2026-01-10,Norteamérica,Estados Unidos,Corporativo,Distribuidores,Hogar y Electro,Purificadores de Aire,148.04,10,0.25,1480.4,1110.3,889.87,220.43,19.85,4,1
ORD-20251323,2026-01-10,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,764.44,1,0.1,764.44,688.0,530.07,157.93,22.95,3,3
ORD-20250880,2026-01-10,Asia-Pacífico,Australia,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,391.3,3,0.0,1173.9,1173.9,753.97,419.93,35.77,4,3
ORD-20251146,2026-01-10,Europa,Reino Unido,Consumidor Final (B2C),Distribuidores,Tecnología,Smartphones 5G,374.11,1,0.05,374.11,355.4,256.67,98.73,27.78,4,3
ORD-20250775,2026-01-11,Latinoamérica,Chile,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,69.95,1,0.05,69.95,66.45,42.69,23.76,35.76,3,4
ORD-20250013,2026-01-11,Norteamérica,México,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Calzado Deportivo,69.57,2,0.0,139.14,139.14,63.08,76.06,54.66,4,1
ORD-20251408,2026-01-11,Europa,España,Empresas (B2B),Tienda Online,Tecnología,Laptops & Ultrabooks,1009.69,7,0.05,7067.83,6714.44,4534.78,2179.66,32.46,5,5
ORD-20251111,2026-01-11,Latinoamérica,Perú,Empresas (B2B),Venta Directa,Moda y Calzado,Abrigos Técnicos,143.54,9,0.15,1291.86,1098.08,707.28,390.8,35.59,5,5
